DeltaT_C,RH,surface,theta_deg,tau_min,t_s,tau,C,A
20,0.80,Hydrophilic coat,10,0.35,110,0.435506,0.542462,0
20,0.80,Hydrophilic coat,10,0.35,115,0.444553,0.542462,0
20,0.80,Hydrophilic coat,10,0.35,120,0.457300,0.542462,0
20,0.80,Hydrophilic coat,10,0.35,125,0.456735,0.542462,0
20,0.80,Hydrophilic coat,10,0.35,130,0.455234,0.542462,0
20,0.80,Hydrophilic coat,10,0.35,135,0.465211,0.542462,0
20,0.80,Hydrophilic coat,10,0.35,140,0.475342,0.542462,0
20,0.80,Hydrophilic coat,10,0.35,145,0.474732,0.542462,0
20,0.80,Hydrophilic coat,10,0.35,150,0.472674,0.542462,0
20,0.80,Hydrophilic coat,10,0.35,155,0.479638,0.542462,0
20,0.80,Hydrophilic coat,10,0.35,160,0.489902,0.542462,0
20,0.80,Hydrophilic coat,10,0.35,165,0.492709,0.542462,0
20,0.80,Hydrophilic coat,10,0.35,170,0.489769,0.542462,0
20,0.80,Hydrophilic coat,10,0.35,175,0.491082,0.542462,0
20,0.80,Hydrophilic coat,10,0.35,180,0.499325,0.542462,0
20,0.80,Hydrophilic coat,10,0.35,185,0.571767,0.446605,1
20,0.80,Hydrophilic coat,10,0.35,190,0.631988,0.367686,1
20,0.80,Hydrophilic coat,10,0.35,195,0.683401,0.302713,1
20,0.80,Hydrophilic coat,10,0.35,200,0.731713,0.249221,1
20,0.80,Hydrophilic coat,10,0.35,205,0.777168,0.205181,1
20,0.80,Hydrophilic coat,10,0.35,210,0.816195,0.168924,1
20,0.80,Hydrophilic coat,10,0.35,215,0.847024,0.139074,1
20,0.80,Hydrophilic coat,10,0.35,220,0.871543,0.114498,1
20,0.80,Hydrophilic coat,10,0.35,225,0.892675,0.094265,1
20,0.80,Hydrophilic coat,10,0.35,230,0.911693,0.077608,1
20,0.80,Hydrophilic coat,10,0.35,235,0.928140,0.063894,1
20,0.80,Hydrophilic coat,10,0.35,240,0.941362,0.052603,1
20,0.80,Hydrophilic coat,10,0.35,245,0.951583,0.043308,1
20,0.80,Hydrophilic coat,10,0.35,250,0.959731,0.035655,1
20,0.80,Hydrophilic coat,10,0.35,255,0.966670,0.029354,1
20,0.80,Hydrophilic coat,10,0.35,260,0.972745,0.024167,1
20,0.80,Hydrophilic coat,10,0.35,265,0.977904,0.019897,1
20,0.80,Hydrophilic coat,10,0.35,270,0.982049,0.016381,1
20,0.80,Hydrophilic coat,10,0.35,275,0.985268,0.013486,1
20,0.80,Hydrophilic coat,10,0.35,280,0.987804,0.011103,1
20,0.80,Hydrophilic coat,10,0.35,285,0.989906,0.009141,1
20,0.80,Hydrophilic coat,10,0.35,290,0.991715,0.007526,1
20,0.80,Hydrophilic coat,10,0.35,295,0.993263,0.006196,1
20,0.80,Hydrophilic coat,10,0.35,300,0.994540,0.005101,1
20,0.80,Hydrophilic coat,10,0.35,305,0.995552,0.004200,1
20,0.80,Hydrophilic coat,10,0.35,310,0.996343,0.003458,1
20,0.80,Hydrophilic coat,10,0.35,315,0.996975,0.002847,1
20,0.80,Hydrophilic coat,10,0.35,320,0.997501,0.002344,1
20,0.80,Hydrophilic coat,10,0.35,325,0.997949,0.001929,1
20,0.80,Hydrophilic coat,10,0.35,330,0.998331,0.001588,1
20,0.80,Hydrophilic coat,10,0.35,335,0.998646,0.001308,1
20,0.80,Hydrophilic coat,10,0.35,340,0.998897,0.001077,1
20,0.80,Hydrophilic coat,10,0.35,345,0.999096,0.000886,1
20,0.80,Hydrophilic coat,10,0.35,350,0.999253,0.000730,1
20,0.80,Hydrophilic coat,10,0.35,355,0.999383,0.000601,1
20,0.80,Hydrophilic coat,10,0.35,360,0.999492,0.000495,1
20,0.80,Hydrophilic coat,10,0.35,365,0.999584,0.000407,1
20,0.80,Hydrophilic coat,10,0.35,370,0.999662,0.000335,1
20,0.80,Hydrophilic coat,10,0.35,375,0.999725,0.000276,1
20,0.80,Hydrophilic coat,10,0.35,380,0.999776,0.000227,1
20,0.80,Hydrophilic coat,10,0.35,385,0.999816,0.000187,1
20,0.80,Hydrophilic coat,10,0.35,390,0.999848,0.000154,1
20,0.80,Hydrophilic coat,10,0.35,395,0.999874,0.000127,1
20,0.80,Hydrophilic coat,10,0.35,400,0.999896,0.000104,1
20,0.80,Hydrophilic coat,10,0.35,405,0.999915,0.000086,1
20,0.80,Hydrophilic coat,10,0.35,410,0.999931,0.000071,1
20,0.80,Hydrophilic coat,10,0.35,415,0.999944,0.000058,1
20,0.80,Hydrophilic coat,10,0.35,420,0.999954,0.000048,1
20,0.80,Hydrophilic coat,10,0.35,425,0.999962,0.000039,1
20,0.80,Hydrophilic coat,10,0.35,430,0.999969,0.000033,1
20,0.80,Hydrophilic coat,10,0.35,435,0.999974,0.000027,1
20,0.80,Hydrophilic coat,10,0.35,440,0.999979,0.000022,1
20,0.80,Hydrophilic coat,10,0.35,445,0.999983,0.000018,1
20,0.80,Hydrophilic coat,10,0.35,450,0.999986,0.000015,1
20,0.80,Hydrophilic coat,10,0.35,455,0.999988,0.000012,1
20,0.80,Hydrophilic coat,10,0.35,460,0.999991,0.000010,1
20,0.80,Hydrophilic coat,10,0.35,465,0.999992,0.000008,1
20,0.80,Hydrophilic coat,10,0.35,470,0.999994,0.000007,1
20,0.80,Hydrophilic coat,10,0.35,475,0.999995,0.000006,1
20,0.80,Hydrophilic coat,10,0.35,480,0.999996,0.000005,1
20,0.80,Hydrophilic coat,10,0.35,485,0.999996,0.000004,1
20,0.80,Hydrophilic coat,10,0.35,490,0.999997,0.000003,1
20,0.80,Hydrophilic coat,10,0.35,495,0.999998,0.000003,1
20,0.80,Hydrophilic coat,10,0.35,500,0.999998,0.000002,1
20,0.80,Hydrophilic coat,10,0.35,505,0.999998,0.000002,1
20,0.80,Hydrophilic coat,10,0.35,510,0.999999,0.000001,1
20,0.80,Hydrophilic coat,10,0.35,515,0.999999,0.000001,1
20,0.80,Hydrophilic coat,10,0.35,520,0.999999,0.000001,1
20,0.80,Hydrophilic coat,10,0.35,525,0.999999,0.000001,1
20,0.80,Hydrophilic coat,10,0.35,530,0.999999,0.000001,1
20,0.80,Hydrophilic coat,10,0.35,535,1.000000,0.000001,1
20,0.80,Hydrophilic coat,10,0.35,540,1.000000,0.000000,1
20,0.80,Hydrophilic coat,10,0.35,545,1.000000,0.000000,1
20,0.80,Hydrophilic coat,10,0.35,550,1.000000,0.000000,1
20,0.80,Hydrophilic coat,10,0.35,555,1.000000,0.000000,1
20,0.80,Hydrophilic coat,10,0.35,560,1.000000,0.000000,1
20,0.80,Hydrophilic coat,10,0.35,565,1.000000,0.000000,1
20,0.80,Hydrophilic coat,10,0.35,570,1.000000,0.000000,1
20,0.80,Hydrophilic coat,10,0.35,575,1.000000,0.000000,1
20,0.80,Hydrophilic coat,10,0.35,580,1.000000,0.000000,1
20,0.80,Hydrophilic coat,10,0.35,585,1.000000,0.000000,1
20,0.80,Hydrophilic coat,10,0.35,590,1.000000,0.000000,1
20,0.80,Hydrophilic coat,10,0.35,595,1.000000,0.000000,1
20,0.80,Hydrophilic coat,10,0.35,600,1.000000,0.000000,1
20,0.80,Hydrophobic coat,100,0.14,0,1.000000,0.000000,1
20,0.80,Hydrophobic coat,100,0.14,5,1.000000,0.000000,1
20,0.80,Hydrophobic coat,100,0.14,10,1.000000,0.000000,1
20,0.80,Hydrophobic coat,100,0.14,15,1.000000,0.000000,1
20,0.80,Hydrophobic coat,100,0.14,20,1.000000,0.000000,1
20,0.80,Hydrophobic coat,100,0.14,25,1.000000,0.000000,1
20,0.80,Hydrophobic coat,100,0.14,30,1.000000,0.000000,1
20,0.80,Hydrophobic coat,100,0.14,35,1.000000,0.000000,1
20,0.80,Hydrophobic coat,100,0.14,40,1.000000,0.000000,1
20,0.80,Hydrophobic coat,100,0.14,45,1.000000,0.000000,1
20,0.80,Hydrophobic coat,100,0.14,50,1.000000,0.000000,1
20,0.80,Hydrophobic coat,100,0.14,55,0.316339,0.146150,0
20,0.80,Hydrophobic coat,100,0.14,60,0.256841,0.231008,0
20,0.80,Hydrophobic coat,100,0.14,65,0.204635,0.324762,0
20,0.80,Hydrophobic coat,100,0.14,70,0.165311,0.406860,0
20,0.80,Hydrophobic coat,100,0.14,75,0.149124,0.465349,0
20,0.80,Hydrophobic coat,100,0.14,80,0.135576,0.501171,0
20,0.80,Hydrophobic coat,100,0.14,85,0.139613,0.521115,0
20,0.80,Hydrophobic coat,100,0.14,90,0.156633,0.531634,0
20,0.80,Hydrophobic coat,100,0.14,95,0.152647,0.537024,0
20,0.80,Hydrophobic coat,100,0.14,100,0.175172,0.539745,0
20,0.80,Hydrophobic coat,100,0.14,105,0.171367,0.541108,0
20,0.80,Hydrophobic coat,100,0.14,110,0.191533,0.541788,0
20,0.80,Hydrophobic coat,100,0.14,115,0.192435,0.542127,0
20,0.80,Hydrophobic coat,100,0.14,120,0.201069,0.542295,0
20,0.80,Hydrophobic coat,100,0.14,125,0.215959,0.542379,0
20,0.80,Hydrophobic coat,100,0.14,130,0.211697,0.542421,0
20,0.80,Hydrophobic coat,100,0.14,135,0.226127,0.542442,0
20,0.80,Hydrophobic coat,100,0.14,140,0.235341,0.542452,0
20,0.80,Hydrophobic coat,100,0.14,145,0.231439,0.542457,0
20,0.80,Hydrophobic coat,100,0.14,150,0.243368,0.542460,0
20,0.80,Hydrophobic coat,100,0.14,155,0.254515,0.542461,0
20,0.80,Hydrophobic coat,100,0.14,160,0.250904,0.542462,0
20,0.80,Hydrophobic coat,100,0.14,165,0.255397,0.542462,0
20,0.80,Hydrophobic coat,100,0.14,170,0.269296,0.542462,0
20,0.80,Hydrophobic coat,100,0.14,175,0.272352,0.542462,0
20,0.80,Hydrophobic coat,100,0.14,180,0.269028,0.542462,0
20,0.80,Hydrophobic coat,100,0.14,185,0.346510,0.446605,0
20,0.80,Hydrophobic coat,100,0.14,190,0.430042,0.367686,0
20,0.80,Hydrophobic coat,100,0.14,195,0.501371,0.302712,0
20,0.80,Hydrophobic coat,100,0.14,200,0.563510,0.249221,1
20,0.80,Hydrophobic coat,100,0.14,205,0.627207,0.205181,1
20,0.80,Hydrophobic coat,100,0.14,210,0.688928,0.168924,1
20,0.80,Hydrophobic coat,100,0.14,215,0.739280,0.139074,1
20,0.80,Hydrophobic coat,100,0.14,220,0.778533,0.114498,1
20,0.80,Hydrophobic coat,100,0.14,225,0.813429,0.094265,1
20,0.80,Hydrophobic coat,100,0.14,230,0.846419,0.077608,1
20,0.80,Hydrophobic coat,100,0.14,235,0.874755,0.063894,1
20,0.80,Hydrophobic coat,100,0.14,240,0.896543,0.052603,1
20,0.80,Hydrophobic coat,100,0.14,245,0.913445,0.043308,1
20,0.80,Hydrophobic coat,100,0.14,250,0.928086,0.035655,1
20,0.80,Hydrophobic coat,100,0.14,255,0.941331,0.029354,1
20,0.80,Hydrophobic coat,100,0.14,260,0.952530,0.024167,1
20,0.80,Hydrophobic coat,100,0.14,265,0.961208,0.019897,1
20,0.80,Hydrophobic coat,100,0.14,270,0.967839,0.016381,1
20,0.80,Hydrophobic coat,100,0.14,275,0.973304,0.013486,1
20,0.80,Hydrophobic coat,100,0.14,280,0.978117,0.011103,1
20,0.80,Hydrophobic coat,100,0.14,285,0.982287,0.009141,1
20,0.80,Hydrophobic coat,100,0.14,290,0.985660,0.007526,1
20,0.80,Hydrophobic coat,100,0.14,295,0.988253,0.006196,1
20,0.80,Hydrophobic coat,100,0.14,300,0.990272,0.005101,1
20,0.80,Hydrophobic coat,100,0.14,305,0.991952,0.004200,1
20,0.80,Hydrophobic coat,100,0.14,310,0.993412,0.003458,1
20,0.80,Hydrophobic coat,100,0.14,315,0.994663,0.002847,1
20,0.80,Hydrophobic coat,100,0.14,320,0.995679,0.002344,1
20,0.80,Hydrophobic coat,100,0.14,325,0.996469,0.001929,1
20,0.80,Hydrophobic coat,100,0.14,330,0.997085,0.001588,1
20,0.80,Hydrophobic coat,100,0.14,335,0.997587,0.001308,1
20,0.80,Hydrophobic coat,100,0.14,340,0.998015,0.001077,1
20,0.80,Hydrophobic coat,100,0.14,345,0.998384,0.000886,1
20,0.80,Hydrophobic coat,100,0.14,350,0.998691,0.000730,1
20,0.80,Hydrophobic coat,100,0.14,355,0.998936,0.000601,1
20,0.80,Hydrophobic coat,100,0.14,360,0.999128,0.000495,1
20,0.80,Hydrophobic coat,100,0.14,365,0.999280,0.000407,1
20,0.80,Hydrophobic coat,100,0.14,370,0.999404,0.000335,1
20,0.80,Hydrophobic coat,100,0.14,375,0.999510,0.000276,1
20,0.80,Hydrophobic coat,100,0.14,380,0.999601,0.000227,1
20,0.80,Hydrophobic coat,100,0.14,385,0.999676,0.000187,1
20,0.80,Hydrophobic coat,100,0.14,390,0.999737,0.000154,1
20,0.80,Hydrophobic coat,100,0.14,395,0.999784,0.000127,1
20,0.80,Hydrophobic coat,100,0.14,400,0.999822,0.000104,1
20,0.80,Hydrophobic coat,100,0.14,405,0.999853,0.000086,1
20,0.80,Hydrophobic coat,100,0.14,410,0.999879,0.000071,1
20,0.80,Hydrophobic coat,100,0.14,415,0.999901,0.000058,1
20,0.80,Hydrophobic coat,100,0.14,420,0.999919,0.000048,1
20,0.80,Hydrophobic coat,100,0.14,425,0.999934,0.000039,1
20,0.80,Hydrophobic coat,100,0.14,430,0.999946,0.000033,1
20,0.80,Hydrophobic coat,100,0.14,435,0.999956,0.000027,1
20,0.80,Hydrophobic coat,100,0.14,440,0.999964,0.000022,1
20,0.80,Hydrophobic coat,100,0.14,445,0.999970,0.000018,1
20,0.80,Hydrophobic coat,100,0.14,450,0.999975,0.000015,1
20,0.80,Hydrophobic coat,100,0.14,455,0.999980,0.000012,1
20,0.80,Hydrophobic coat,100,0.14,460,0.999983,0.000010,1
20,0.80,Hydrophobic coat,100,0.14,465,0.999987,0.000008,1
20,0.80,Hydrophobic coat,100,0.14,470,0.999989,0.000007,1
20,0.80,Hydrophobic coat,100,0.14,475,0.999991,0.000006,1
20,0.80,Hydrophobic coat,100,0.14,480,0.999993,0.000005,1
20,0.80,Hydrophobic coat,100,0.14,485,0.999994,0.000004,1
20,0.80,Hydrophobic coat,100,0.14,490,0.999995,0.000003,1
20,0.80,Hydrophobic coat,100,0.14,495,0.999996,0.000003,1
20,0.80,Hydrophobic coat,100,0.14,500,0.999997,0.000002,1
20,0.80,Hydrophobic coat,100,0.14,505,0.999997,0.000002,1
20,0.80,Hydrophobic coat,100,0.14,510,0.999998,0.000001,1
20,0.80,Hydrophobic coat,100,0.14,515,0.999998,0.000001,1
20,0.80,Hydrophobic coat,100,0.14,520,0.999998,0.000001,1
20,0.80,Hydrophobic coat,100,0.14,525,0.999999,0.000001,1
20,0.80,Hydrophobic coat,100,0.14,530,0.999999,0.000001,1
20,0.80,Hydrophobic coat,100,0.14,535,0.999999,0.000001,1
20,0.80,Hydrophobic coat,100,0.14,540,0.999999,0.000000,1
20,0.80,Hydrophobic coat,100,0.14,545,0.999999,0.000000,1
20,0.80,Hydrophobic coat,100,0.14,550,1.000000,0.000000,1
20,0.80,Hydrophobic coat,100,0.14,555,1.000000,0.000000,1
20,0.80,Hydrophobic coat,100,0.14,560,1.000000,0.000000,1
20,0.80,Hydrophobic coat,100,0.14,565,1.000000,0.000000,1
20,0.80,Hydrophobic coat,100,0.14,570,1.000000,0.000000,1
20,0.80,Hydrophobic coat,100,0.14,575,1.000000,0.000000,1
20,0.80,Hydrophobic coat,100,0.14,580,1.000000,0.000000,1
20,0.80,Hydrophobic coat,100,0.14,585,1.000000,0.000000,1
20,0.80,Hydrophobic coat,100,0.14,590,1.000000,0.000000,1
20,0.80,Hydrophobic coat,100,0.14,595,1.000000,0.000000,1
20,0.80,Hydrophobic coat,100,0.14,600,1.000000,0.000000,1
20,0.80,Superhydrophobic,150,0.28,0,1.000000,0.000000,1
20,0.80,Superhydrophobic,150,0.28,5,1.000000,0.000000,1
20,0.80,Superhydrophobic,150,0.28,10,1.000000,0.000000,1
20,0.80,Superhydrophobic,150,0.28,15,1.000000,0.000000,1
20,0.80,Superhydrophobic,150,0.28,20,1.000000,0.000000,1
20,0.80,Superhydrophobic,150,0.28,25,1.000000,0.000000,1
20,0.80,Superhydrophobic,150,0.28,30,1.000000,0.000000,1
20,0.80,Superhydrophobic,150,0.28,35,1.000000,0.000000,1
20,0.80,Superhydrophobic,150,0.28,40,1.000000,0.000000,1
20,0.80,Superhydrophobic,150,0.28,45,1.000000,0.000000,1
20,0.80,Superhydrophobic,150,0.28,50,1.000000,0.000000,1
20,0.80,Superhydrophobic,150,0.28,55,1.000000,0.000000,1
20,0.80,Superhydrophobic,150,0.28,60,1.000000,0.000000,1
20,0.80,Superhydrophobic,150,0.28,65,1.000000,0.000000,1
20,0.80,Superhydrophobic,150,0.28,70,1.000000,0.000000,1
20,0.80,Superhydrophobic,150,0.28,75,1.000000,0.000000,1
20,0.80,Superhydrophobic,150,0.28,80,1.000000,0.000000,1
20,0.80,Superhydrophobic,150,0.28,85,0.511341,0.157167,0
20,0.80,Superhydrophobic,150,0.28,90,0.445770,0.244476,0
20,0.80,Superhydrophobic,150,0.28,95,0.368070,0.337768,0
20,0.80,Superhydrophobic,150,0.28,100,0.327795,0.416858,0
20,0.80,Superhydrophobic,150,0.28,105,0.318097,0.471784,0
20,0.80,Superhydrophobic,150,0.28,110,0.307557,0.504858,0
20,0.80,Superhydrophobic,150,0.28,115,0.304468,0.523090,0
20,0.80,Superhydrophobic,150,0.28,120,0.331146,0.532655,0
20,0.80,Superhydrophobic,150,0.28,125,0.325517,0.537541,0
20,0.80,Superhydrophobic,150,0.28,130,0.352836,0.540004,0
20,0.80,Superhydrophobic,150,0.28,135,0.348085,0.541237,0
20,0.80,Superhydrophobic,150,0.28,140,0.373713,0.541853,0
20,0.80,Superhydrophobic,150,0.28,145,0.370962,0.542159,0
20,0.80,Superhydrophobic,150,0.28,150,0.385630,0.542311,0
20,0.80,Superhydrophobic,150,0.28,155,0.398166,0.542387,0
20,0.80,Superhydrophobic,150,0.28,160,0.394567,0.542425,0
20,0.80,Superhydrophobic,150,0.28,165,0.412661,0.542444,0
20,0.80,Superhydrophobic,150,0.28,170,0.419020,0.542453,0
20,0.80,Superhydrophobic,150,0.28,175,0.416065,0.542458,0
20,0.80,Superhydrophobic,150,0.28,180,0.430799,0.542460,0
20,0.80,Superhydrophobic,150,0.28,185,0.508585,0.446603,0
20,0.80,Superhydrophobic,150,0.28,190,0.569453,0.367684,1
20,0.80,Superhydrophobic,150,0.28,195,0.634651,0.302711,1
20,0.80,Superhydrophobic,150,0.28,200,0.697447,0.249220,1
20,0.80,Superhydrophobic,150,0.28,205,0.743964,0.205180,1
20,0.80,Superhydrophobic,150,0.28,210,0.782505,0.168923,1
20,0.80,Superhydrophobic,150,0.28,215,0.821129,0.139073,1
20,0.80,Superhydrophobic,150,0.28,220,0.854494,0.114498,1
20,0.80,Superhydrophobic,150,0.28,225,0.878784,0.094265,1
20,0.80,Superhydrophobic,150,0.28,230,0.898337,0.077608,1
20,0.80,Superhydrophobic,150,0.28,235,0.916820,0.063894,1
20,0.80,Superhydrophobic,150,0.28,240,0.932973,0.052603,1
20,0.80,Superhydrophobic,150,0.28,245,0.945103,0.043308,1
20,0.80,Superhydrophobic,150,0.28,250,0.954230,0.035655,1
20,0.80,Superhydrophobic,150,0.28,255,0.962196,0.029354,1
20,0.80,Superhydrophobic,150,0.28,260,0.969435,0.024167,1
20,0.80,Superhydrophobic,150,0.28,265,0.975364,0.019897,1
20,0.80,Superhydrophobic,150,0.28,270,0.979786,0.016381,1
20,0.80,Superhydrophobic,150,0.28,275,0.983204,0.013486,1
20,0.80,Superhydrophobic,150,0.28,280,0.986165,0.011103,1
20,0.80,Superhydrophobic,150,0.28,285,0.988801,0.009141,1
20,0.80,Superhydrophobic,150,0.28,290,0.990976,0.007526,1
20,0.80,Superhydrophobic,150,0.28,295,0.992634,0.006196,1
20,0.80,Superhydrophobic,150,0.28,300,0.993902,0.005101,1
20,0.80,Superhydrophobic,150,0.28,305,0.994955,0.004200,1
20,0.80,Superhydrophobic,150,0.28,310,0.995882,0.003457,1
20,0.80,Superhydrophobic,150,0.28,315,0.996675,0.002847,1
20,0.80,Superhydrophobic,150,0.28,320,0.997309,0.002344,1
20,0.80,Superhydrophobic,150,0.28,325,0.997793,0.001929,1
20,0.80,Superhydrophobic,150,0.28,330,0.998173,0.001588,1
20,0.80,Superhydrophobic,150,0.28,335,0.998491,0.001308,1
20,0.80,Superhydrophobic,150,0.28,340,0.998768,0.001077,1
20,0.80,Superhydrophobic,150,0.28,345,0.999003,0.000886,1
20,0.80,Superhydrophobic,150,0.28,350,0.999192,0.000730,1
20,0.80,Superhydrophobic,150,0.28,355,0.999339,0.000601,1
20,0.80,Superhydrophobic,150,0.28,360,0.999454,0.000495,1
20,0.80,Superhydrophobic,150,0.28,365,0.999548,0.000407,1
20,0.80,Superhydrophobic,150,0.28,370,0.999629,0.000335,1
20,0.80,Superhydrophobic,150,0.28,375,0.999698,0.000276,1
20,0.80,Superhydrophobic,150,0.28,380,0.999756,0.000227,1
20,0.80,Superhydrophobic,150,0.28,385,0.999801,0.000187,1
20,0.80,Superhydrophobic,150,0.28,390,0.999837,0.000154,1
20,0.80,Superhydrophobic,150,0.28,395,0.999865,0.000127,1
20,0.80,Superhydrophobic,150,0.28,400,0.999889,0.000104,1
20,0.80,Superhydrophobic,150,0.28,405,0.999909,0.000086,1
20,0.80,Superhydrophobic,150,0.28,410,0.999925,0.000071,1
20,0.80,Superhydrophobic,150,0.28,415,0.999940,0.000058,1
20,0.80,Superhydrophobic,150,0.28,420,0.999951,0.000048,1
20,0.80,Superhydrophobic,150,0.28,425,0.999960,0.000039,1
20,0.80,Superhydrophobic,150,0.28,430,0.999967,0.000033,1
20,0.80,Superhydrophobic,150,0.28,435,0.999973,0.000027,1
20,0.80,Superhydrophobic,150,0.28,440,0.999977,0.000022,1
20,0.80,Superhydrophobic,150,0.28,445,0.999981,0.000018,1
20,0.80,Superhydrophobic,150,0.28,450,0.999985,0.000015,1
20,0.80,Superhydrophobic,150,0.28,455,0.999988,0.000012,1
20,0.80,Superhydrophobic,150,0.28,460,0.999990,0.000010,1
20,0.80,Superhydrophobic,150,0.28,465,0.999992,0.000008,1
20,0.80,Superhydrophobic,150,0.28,470,0.999993,0.000007,1
20,0.80,Superhydrophobic,150,0.28,475,0.999994,0.000006,1
20,0.80,Superhydrophobic,150,0.28,480,0.999995,0.000005,1
20,0.80,Superhydrophobic,150,0.28,485,0.999996,0.000004,1
20,0.80,Superhydrophobic,150,0.28,490,0.999997,0.000003,1
20,0.80,Superhydrophobic,150,0.28,495,0.999997,0.000003,1
20,0.80,Superhydrophobic,150,0.28,500,0.999998,0.000002,1
20,0.80,Superhydrophobic,150,0.28,505,0.999998,0.000002,1
20,0.80,Superhydrophobic,150,0.28,510,0.999999,0.000001,1
20,0.80,Superhydrophobic,150,0.28,515,0.999999,0.000001,1
20,0.80,Superhydrophobic,150,0.28,520,0.999999,0.000001,1
20,0.80,Superhydrophobic,150,0.28,525,0.999999,0.000001,1
20,0.80,Superhydrophobic,150,0.28,530,0.999999,0.000001,1
20,0.80,Superhydrophobic,150,0.28,535,0.999999,0.000001,1
20,0.80,Superhydrophobic,150,0.28,540,1.000000,0.000000,1
20,0.80,Superhydrophobic,150,0.28,545,1.000000,0.000000,1
20,0.80,Superhydrophobic,150,0.28,550,1.000000,0.000000,1
20,0.80,Superhydrophobic,150,0.28,555,1.000000,0.000000,1
20,0.80,Superhydrophobic,150,0.28,560,1.000000,0.000000,1
20,0.80,Superhydrophobic,150,0.28,565,1.000000,0.000000,1
20,0.80,Superhydrophobic,150,0.28,570,1.000000,0.000000,1
20,0.80,Superhydrophobic,150,0.28,575,1.000000,0.000000,1
20,0.80,Superhydrophobic,150,0.28,580,1.000000,0.000000,1
20,0.80,Superhydrophobic,150,0.28,585,1.000000,0.000000,1
20,0.80,Superhydrophobic,150,0.28,590,1.000000,0.000000,1
20,0.80,Superhydrophobic,150,0.28,595,1.000000,0.000000,1
20,0.80,Superhydrophobic,150,0.28,600,1.000000,0.000000,1
20,0.90,Untreated glass,20,0.09,0,1.000000,0.000000,1
20,0.90,Untreated glass,20,0.09,5,0.148575,0.189490,0
20,0.90,Untreated glass,20,0.09,10,0.112144,0.291665,0
20,0.90,Untreated glass,20,0.09,15,0.065239,0.398501,0
20,0.90,Untreated glass,20,0.09,20,0.049234,0.487238,0
20,0.90,Untreated glass,20,0.09,25,0.047380,0.547897,0
20,0.90,Untreated glass,20,0.09,30,0.045973,0.584049,0
20,0.90,Untreated glass,20,0.09,35,0.043242,0.603860,0
20,0.90,Untreated glass,20,0.09,40,0.054220,0.614218,0
20,0.90,Untreated glass,20,0.09,45,0.052564,0.619502,0
20,0.90,Untreated glass,20,0.09,50,0.063933,0.622163,0
20,0.90,Untreated glass,20,0.09,55,0.062341,0.623494,0
20,0.90,Untreated glass,20,0.09,60,0.075040,0.624159,0
20,0.90,Untreated glass,20,0.09,65,0.072817,0.624489,0
20,0.90,Untreated glass,20,0.09,70,0.082154,0.624654,0
20,0.90,Untreated glass,20,0.09,75,0.087628,0.624736,0
20,0.90,Untreated glass,20,0.09,80,0.086337,0.624776,0
20,0.90,Untreated glass,20,0.09,85,0.097700,0.624797,0
20,0.90,Untreated glass,20,0.09,90,0.100271,0.624807,0
20,0.90,Untreated glass,20,0.09,95,0.099170,0.624812,0
20,0.90,Untreated glass,20,0.09,100,0.109325,0.624814,0
20,0.90,Untreated glass,20,0.09,105,0.114272,0.624815,0
20,0.90,Untreated glass,20,0.09,110,0.111510,0.624816,0
20,0.90,Untreated glass,20,0.09,115,0.117305,0.624816,0
20,0.90,Untreated glass,20,0.09,120,0.126650,0.624817,0
20,0.90,Untreated glass,20,0.09,125,0.126584,0.624817,0
20,0.90,Untreated glass,20,0.09,130,0.125229,0.624817,0
20,0.90,Untreated glass,20,0.09,135,0.132324,0.624817,0
20,0.90,Untreated glass,20,0.09,140,0.140331,0.624817,0
20,0.90,Untreated glass,20,0.09,145,0.140144,0.624817,0
20,0.90,Untreated glass,20,0.09,150,0.138367,0.624817,0
20,0.90,Untreated glass,20,0.09,155,0.143525,0.624817,0
20,0.90,Untreated glass,20,0.09,160,0.151876,0.624817,0
20,0.90,Untreated glass,20,0.09,165,0.154497,0.624817,0
20,0.90,Untreated glass,20,0.09,170,0.152107,0.624817,0
20,0.90,Untreated glass,20,0.09,175,0.152930,0.624817,0
20,0.90,Untreated glass,20,0.09,180,0.159648,0.624817,0
20,0.90,Untreated glass,20,0.09,185,0.228538,0.514406,0
20,0.90,Untreated glass,20,0.09,190,0.298000,0.423506,0
20,0.90,Untreated glass,20,0.09,195,0.366288,0.348669,0
20,0.90,Untreated glass,20,0.09,200,0.438359,0.287056,0
20,0.90,Untreated glass,20,0.09,205,0.513801,0.236331,0
20,0.90,Untreated glass,20,0.09,210,0.584897,0.194569,1
20,0.90,Untreated glass,20,0.09,215,0.645259,0.160187,1
20,0.90,Untreated glass,20,0.09,220,0.695787,0.131881,1
20,0.90,Untreated glass,20,0.09,225,0.741087,0.108576,1
20,0.90,Untreated glass,20,0.09,230,0.783375,0.089390,1
20,0.90,Untreated glass,20,0.09,235,0.821227,0.073594,1
20,0.90,Untreated glass,20,0.09,240,0.852547,0.060589,1
20,0.90,Untreated glass,20,0.09,245,0.877266,0.049883,1
20,0.90,Untreated glass,20,0.09,250,0.897235,0.041068,1
20,0.90,Untreated glass,20,0.09,255,0.914418,0.033811,1
20,0.90,Untreated glass,20,0.09,260,0.929633,0.027836,1
20,0.90,Untreated glass,20,0.09,265,0.942699,0.022917,1
