DeltaT_C,RH,surface,theta_deg,tau_min,t_s,tau,C,A
20,0.90,Untreated glass,20,0.09,270,0.953302,0.018868,1
20,0.90,Untreated glass,20,0.09,275,0.961592,0.015534,1
20,0.90,Untreated glass,20,0.09,280,0.968145,0.012789,1
20,0.90,Untreated glass,20,0.09,285,0.973584,0.010529,1
20,0.90,Untreated glass,20,0.09,290,0.978276,0.008668,1
20,0.90,Untreated glass,20,0.09,295,0.982308,0.007137,1
20,0.90,Untreated glass,20,0.09,300,0.985647,0.005875,1
20,0.90,Untreated glass,20,0.09,305,0.988303,0.004837,1
20,0.90,Untreated glass,20,0.09,310,0.990380,0.003982,1
20,0.90,Untreated glass,20,0.09,315,0.992039,0.003279,1
20,0.90,Untreated glass,20,0.09,320,0.993418,0.002699,1
20,0.90,Untreated glass,20,0.09,325,0.994596,0.002222,1
20,0.90,Untreated glass,20,0.09,330,0.995599,0.001830,1
20,0.90,Untreated glass,20,0.09,335,0.996428,0.001506,1
20,0.90,Untreated glass,20,0.09,340,0.997092,0.001240,1
20,0.90,Untreated glass,20,0.09,345,0.997615,0.001021,1
20,0.90,Untreated glass,20,0.09,350,0.998031,0.000841,1
20,0.90,Untreated glass,20,0.09,355,0.998372,0.000692,1
20,0.90,Untreated glass,20,0.09,360,0.998659,0.000570,1
20,0.90,Untreated glass,20,0.09,365,0.998903,0.000469,1
20,0.90,Untreated glass,20,0.09,370,0.999107,0.000386,1
20,0.90,Untreated glass,20,0.09,375,0.999274,0.000318,1
20,0.90,Untreated glass,20,0.09,380,0.999408,0.000262,1
20,0.90,Untreated glass,20,0.09,385,0.999514,0.000216,1
20,0.90,Untreated glass,20,0.09,390,0.999599,0.000177,1
20,0.90,Untreated glass,20,0.09,395,0.999668,0.000146,1
20,0.90,Untreated glass,20,0.09,400,0.999727,0.000120,1
20,0.90,Untreated glass,20,0.09,405,0.999776,0.000099,1
20,0.90,Untreated glass,20,0.09,410,0.999818,0.000082,1
20,0.90,Untreated glass,20,0.09,415,0.999852,0.000067,1
20,0.90,Untreated glass,20,0.09,420,0.999879,0.000055,1
20,0.90,Untreated glass,20,0.09,425,0.999901,0.000045,1
20,0.90,Untreated glass,20,0.09,430,0.999918,0.000037,1
20,0.90,Untreated glass,20,0.09,435,0.999932,0.000031,1
20,0.90,Untreated glass,20,0.09,440,0.999944,0.000025,1
20,0.90,Untreated glass,20,0.09,445,0.999954,0.000021,1
20,0.90,Untreated glass,20,0.09,450,0.999962,0.000017,1
20,0.90,Untreated glass,20,0.09,455,0.999969,0.000014,1
20,0.90,Untreated glass,20,0.09,460,0.999975,0.000012,1
20,0.90,Untreated glass,20,0.09,465,0.999980,0.000010,1
20,0.90,Untreated glass,20,0.09,470,0.999983,0.000008,1
20,0.90,Untreated glass,20,0.09,475,0.999986,0.000007,1
20,0.90,Untreated glass,20,0.09,480,0.999989,0.000005,1
20,0.90,Untreated glass,20,0.09,485,0.999991,0.000004,1
20,0.90,Untreated glass,20,0.09,490,0.999992,0.000004,1
20,0.90,Untreated glass,20,0.09,495,0.999994,0.000003,1
20,0.90,Untreated glass,20,0.09,500,0.999995,0.000002,1
20,0.90,Untreated glass,20,0.09,505,0.999996,0.000002,1
20,0.90,Untreated glass,20,0.09,510,0.999997,0.000002,1
20,0.90,Untreated glass,20,0.09,515,0.999997,0.000001,1
20,0.90,Untreated glass,20,0.09,520,0.999998,0.000001,1
20,0.90,Untreated glass,20,0.09,525,0.999998,0.000001,1
20,0.90,Untreated glass,20,0.09,530,0.999998,0.000001,1
20,0.90,Untreated glass,20,0.09,535,0.999999,0.000001,1
20,0.90,Untreated glass,20,0.09,540,0.999999,0.000001,1
20,0.90,Untreated glass,20,0.09,545,0.999999,0.000000,1
20,0.90,Untreated glass,20,0.09,550,0.999999,0.000000,1
20,0.90,Untreated glass,20,0.09,555,0.999999,0.000000,1
20,0.90,Untreated glass,20,0.09,560,1.000000,0.000000,1
20,0.90,Untreated glass,20,0.09,565,1.000000,0.000000,1
20,0.90,Untreated glass,20,0.09,570,1.000000,0.000000,1
20,0.90,Untreated glass,20,0.09,575,1.000000,0.000000,1
20,0.90,Untreated glass,20,0.09,580,1.000000,0.000000,1
20,0.90,Untreated glass,20,0.09,585,1.000000,0.000000,1
20,0.90,Untreated glass,20,0.09,590,1.000000,0.000000,1
20,0.90,Untreated glass,20,0.09,595,1.000000,0.000000,1
20,0.90,Untreated glass,20,0.09,600,1.000000,0.000000,1
20,0.90,Hydrophilic coat,10,0.35,0,1.000000,0.000000,1
20,0.90,Hydrophilic coat,10,0.35,5,0.426484,0.193282,0
20,0.90,Hydrophilic coat,10,0.35,10,0.378072,0.296112,0
20,0.90,Hydrophilic coat,10,0.35,15,0.299087,0.402608,0
20,0.90,Hydrophilic coat,10,0.35,20,0.265507,0.490278,0
20,0.90,Hydrophilic coat,10,0.35,25,0.262460,0.549803,0
20,0.90,Hydrophilic coat,10,0.35,30,0.262197,0.585124,0
20,0.90,Hydrophilic coat,10,0.35,35,0.254142,0.604431,0
20,0.90,Hydrophilic coat,10,0.35,40,0.280109,0.614512,0
20,0.90,Hydrophilic coat,10,0.35,45,0.277553,0.619650,0
20,0.90,Hydrophilic coat,10,0.35,50,0.300960,0.622237,0
20,0.90,Hydrophilic coat,10,0.35,55,0.298594,0.623532,0
20,0.90,Hydrophilic coat,10,0.35,60,0.323308,0.624177,0
20,0.90,Hydrophilic coat,10,0.35,65,0.318702,0.624498,0
20,0.90,Hydrophilic coat,10,0.35,70,0.336966,0.624658,0
20,0.90,Hydrophilic coat,10,0.35,75,0.345252,0.624738,0
20,0.90,Hydrophilic coat,10,0.35,80,0.343761,0.624778,0
20,0.90,Hydrophilic coat,10,0.35,85,0.363034,0.624797,0
20,0.90,Hydrophilic coat,10,0.35,90,0.366202,0.624807,0
20,0.90,Hydrophilic coat,10,0.35,95,0.365064,0.624812,0
20,0.90,Hydrophilic coat,10,0.35,100,0.381244,0.624814,0
20,0.90,Hydrophilic coat,10,0.35,105,0.387863,0.624815,0
20,0.90,Hydrophilic coat,10,0.35,110,0.383873,0.624816,0
20,0.90,Hydrophilic coat,10,0.35,115,0.393072,0.624816,0
20,0.90,Hydrophilic coat,10,0.35,120,0.406082,0.624817,0
20,0.90,Hydrophilic coat,10,0.35,125,0.405505,0.624817,0
20,0.90,Hydrophilic coat,10,0.35,130,0.403970,0.624817,0
20,0.90,Hydrophilic coat,10,0.35,135,0.414184,0.624817,0
20,0.90,Hydrophilic coat,10,0.35,140,0.424591,0.624817,0
20,0.90,Hydrophilic coat,10,0.35,145,0.423963,0.624817,0
20,0.90,Hydrophilic coat,10,0.35,150,0.421847,0.624817,0
20,0.90,Hydrophilic coat,10,0.35,155,0.429014,0.624817,0
20,0.90,Hydrophilic coat,10,0.35,160,0.439605,0.624817,0
20,0.90,Hydrophilic coat,10,0.35,165,0.442508,0.624817,0
20,0.90,Hydrophilic coat,10,0.35,170,0.439468,0.624817,0
20,0.90,Hydrophilic coat,10,0.35,175,0.440825,0.624817,0
20,0.90,Hydrophilic coat,10,0.35,180,0.449358,0.624817,0
20,0.90,Hydrophilic coat,10,0.35,185,0.525244,0.514406,1
20,0.90,Hydrophilic coat,10,0.35,190,0.589458,0.423506,1
20,0.90,Hydrophilic coat,10,0.35,195,0.645025,0.348669,1
20,0.90,Hydrophilic coat,10,0.35,200,0.697824,0.287056,1
20,0.90,Hydrophilic coat,10,0.35,205,0.747986,0.236331,1
20,0.90,Hydrophilic coat,10,0.35,210,0.791413,0.194569,1
20,0.90,Hydrophilic coat,10,0.35,215,0.825942,0.160187,1
20,0.90,Hydrophilic coat,10,0.35,220,0.853540,0.131881,1
20,0.90,Hydrophilic coat,10,0.35,225,0.877421,0.108576,1
20,0.90,Hydrophilic coat,10,0.35,230,0.898986,0.089390,1
20,0.90,Hydrophilic coat,10,0.35,235,0.917691,0.073594,1
20,0.90,Hydrophilic coat,10,0.35,240,0.932765,0.060589,1
20,0.90,Hydrophilic coat,10,0.35,245,0.944440,0.049883,1
20,0.90,Hydrophilic coat,10,0.35,250,0.953761,0.041068,1
20,0.90,Hydrophilic coat,10,0.35,255,0.961708,0.033811,1
20,0.90,Hydrophilic coat,10,0.35,260,0.968673,0.027836,1
20,0.90,Hydrophilic coat,10,0.35,265,0.974592,0.022917,1
20,0.90,Hydrophilic coat,10,0.35,270,0.979352,0.018868,1
20,0.90,Hydrophilic coat,10,0.35,275,0.983050,0.015534,1
20,0.90,Hydrophilic coat,10,0.35,280,0.985966,0.012789,1
20,0.90,Hydrophilic coat,10,0.35,285,0.988382,0.010529,1
20,0.90,Hydrophilic coat,10,0.35,290,0.990463,0.008668,1
20,0.90,Hydrophilic coat,10,0.35,295,0.992244,0.007137,1
20,0.90,Hydrophilic coat,10,0.35,300,0.993714,0.005875,1
20,0.90,Hydrophilic coat,10,0.35,305,0.994879,0.004837,1
20,0.90,Hydrophilic coat,10,0.35,310,0.995789,0.003982,1
20,0.90,Hydrophilic coat,10,0.35,315,0.996517,0.003279,1
20,0.90,Hydrophilic coat,10,0.35,320,0.997122,0.002699,1
20,0.90,Hydrophilic coat,10,0.35,325,0.997638,0.002222,1
20,0.90,Hydrophilic coat,10,0.35,330,0.998078,0.001830,1
20,0.90,Hydrophilic coat,10,0.35,335,0.998440,0.001506,1
20,0.90,Hydrophilic coat,10,0.35,340,0.998730,0.001240,1
20,0.90,Hydrophilic coat,10,0.35,345,0.998958,0.001021,1
20,0.90,Hydrophilic coat,10,0.35,350,0.999140,0.000841,1
20,0.90,Hydrophilic coat,10,0.35,355,0.999289,0.000692,1
20,0.90,Hydrophilic coat,10,0.35,360,0.999414,0.000570,1
20,0.90,Hydrophilic coat,10,0.35,365,0.999521,0.000469,1
20,0.90,Hydrophilic coat,10,0.35,370,0.999610,0.000386,1
20,0.90,Hydrophilic coat,10,0.35,375,0.999683,0.000318,1
20,0.90,Hydrophilic coat,10,0.35,380,0.999742,0.000262,1
20,0.90,Hydrophilic coat,10,0.35,385,0.999788,0.000216,1
20,0.90,Hydrophilic coat,10,0.35,390,0.999825,0.000177,1
20,0.90,Hydrophilic coat,10,0.35,395,0.999855,0.000146,1
20,0.90,Hydrophilic coat,10,0.35,400,0.999881,0.000120,1
20,0.90,Hydrophilic coat,10,0.35,405,0.999902,0.000099,1
20,0.90,Hydrophilic coat,10,0.35,410,0.999920,0.000082,1
20,0.90,Hydrophilic coat,10,0.35,415,0.999935,0.000067,1
20,0.90,Hydrophilic coat,10,0.35,420,0.999947,0.000055,1
20,0.90,Hydrophilic coat,10,0.35,425,0.999957,0.000045,1
20,0.90,Hydrophilic coat,10,0.35,430,0.999964,0.000037,1
20,0.90,Hydrophilic coat,10,0.35,435,0.999971,0.000031,1
20,0.90,Hydrophilic coat,10,0.35,440,0.999976,0.000025,1
20,0.90,Hydrophilic coat,10,0.35,445,0.999980,0.000021,1
20,0.90,Hydrophilic coat,10,0.35,450,0.999984,0.000017,1
20,0.90,Hydrophilic coat,10,0.35,455,0.999987,0.000014,1
20,0.90,Hydrophilic coat,10,0.35,460,0.999989,0.000012,1
20,0.90,Hydrophilic coat,10,0.35,465,0.999991,0.000010,1
20,0.90,Hydrophilic coat,10,0.35,470,0.999993,0.000008,1
20,0.90,Hydrophilic coat,10,0.35,475,0.999994,0.000007,1
20,0.90,Hydrophilic coat,10,0.35,480,0.999995,0.000005,1
20,0.90,Hydrophilic coat,10,0.35,485,0.999996,0.000004,1
20,0.90,Hydrophilic coat,10,0.35,490,0.999997,0.000004,1
20,0.90,Hydrophilic coat,10,0.35,495,0.999997,0.000003,1
20,0.90,Hydrophilic coat,10,0.35,500,0.999998,0.000002,1
20,0.90,Hydrophilic coat,10,0.35,505,0.999998,0.000002,1
20,0.90,Hydrophilic coat,10,0.35,510,0.999999,0.000002,1
20,0.90,Hydrophilic coat,10,0.35,515,0.999999,0.000001,1
20,0.90,Hydrophilic coat,10,0.35,520,0.999999,0.000001,1
20,0.90,Hydrophilic coat,10,0.35,525,0.999999,0.000001,1
20,0.90,Hydrophilic coat,10,0.35,530,0.999999,0.000001,1
20,0.90,Hydrophilic coat,10,0.35,535,0.999999,0.000001,1
20,0.90,Hydrophilic coat,10,0.35,540,1.000000,0.000001,1
20,0.90,Hydrophilic coat,10,0.35,545,1.000000,0.000000,1
20,0.90,Hydrophilic coat,10,0.35,550,1.000000,0.000000,1
20,0.90,Hydrophilic coat,10,0.35,555,1.000000,0.000000,1
20,0.90,Hydrophilic coat,10,0.35,560,1.000000,0.000000,1
20,0.90,Hydrophilic coat,10,0.35,565,1.000000,0.000000,1
20,0.90,Hydrophilic coat,10,0.35,570,1.000000,0.000000,1
20,0.90,Hydrophilic coat,10,0.35,575,1.000000,0.000000,1
20,0.90,Hydrophilic coat,10,0.35,580,1.000000,0.000000,1
20,0.90,Hydrophilic coat,10,0.35,585,1.000000,0.000000,1
20,0.90,Hydrophilic coat,10,0.35,590,1.000000,0.000000,1
20,0.90,Hydrophilic coat,10,0.35,595,1.000000,0.000000,1
20,0.90,Hydrophilic coat,10,0.35,600,1.000000,0.000000,1
20,0.90,Hydrophobic coat,100,0.14,0,1.000000,0.000000,1
20,0.90,Hydrophobic coat,100,0.14,5,1.000000,0.000000,1
20,0.90,Hydrophobic coat,100,0.14,10,1.000000,0.000000,1
20,0.90,Hydrophobic coat,100,0.14,15,1.000000,0.000000,1
20,0.90,Hydrophobic coat,100,0.14,20,1.000000,0.000000,1
20,0.90,Hydrophobic coat,100,0.14,25,1.000000,0.000000,1
20,0.90,Hydrophobic coat,100,0.14,30,1.000000,0.000000,1
20,0.90,Hydrophobic coat,100,0.14,35,1.000000,0.000000,1
20,0.90,Hydrophobic coat,100,0.14,40,1.000000,0.000000,1
20,0.90,Hydrophobic coat,100,0.14,45,1.000000,0.000000,1
20,0.90,Hydrophobic coat,100,0.14,50,1.000000,0.000000,1
20,0.90,Hydrophobic coat,100,0.14,55,0.265625,0.168337,0
20,0.90,Hydrophobic coat,100,0.14,60,0.208949,0.266078,0
20,0.90,Hydrophobic coat,100,0.14,65,0.160833,0.374065,0
20,0.90,Hydrophobic coat,100,0.14,70,0.125784,0.468628,0
20,0.90,Hydrophobic coat,100,0.14,75,0.111707,0.535996,0
20,0.90,Hydrophobic coat,100,0.14,80,0.100100,0.577256,0
20,0.90,Hydrophobic coat,100,0.14,85,0.103541,0.600229,0
20,0.90,Hydrophobic coat,100,0.14,90,0.118210,0.612345,0
20,0.90,Hydrophobic coat,100,0.14,95,0.114752,0.618553,0
20,0.90,Hydrophobic coat,100,0.14,100,0.134466,0.621687,0
20,0.90,Hydrophobic coat,100,0.14,105,0.131107,0.623256,0
20,0.90,Hydrophobic coat,100,0.14,110,0.149031,0.624040,0
20,0.90,Hydrophobic coat,100,0.14,115,0.149840,0.624430,0
20,0.90,Hydrophobic coat,100,0.14,120,0.157610,0.624624,0
20,0.90,Hydrophobic coat,100,0.14,125,0.171127,0.624721,0
20,0.90,Hydrophobic coat,100,0.14,130,0.167243,0.624769,0
20,0.90,Hydrophobic coat,100,0.14,135,0.180440,0.624793,0
20,0.90,Hydrophobic coat,100,0.14,140,0.188935,0.624805,0
20,0.90,Hydrophobic coat,100,0.14,145,0.185331,0.624811,0
20,0.90,Hydrophobic coat,100,0.14,150,0.196377,0.624814,0
20,0.90,Hydrophobic coat,100,0.14,155,0.206772,0.624815,0
20,0.90,Hydrophobic coat,100,0.14,160,0.203397,0.624816,0
20,0.90,Hydrophobic coat,100,0.14,165,0.207598,0.624816,0
20,0.90,Hydrophobic coat,100,0.14,170,0.220663,0.624816,0
20,0.90,Hydrophobic coat,100,0.14,175,0.223550,0.624817,0
20,0.90,Hydrophobic coat,100,0.14,180,0.220410,0.624817,0
20,0.90,Hydrophobic coat,100,0.14,185,0.295011,0.514406,0
20,0.90,Hydrophobic coat,100,0.14,190,0.378331,0.423506,0
20,0.90,Hydrophobic coat,100,0.14,195,0.451481,0.348669,0
20,0.90,Hydrophobic coat,100,0.14,200,0.516517,0.287056,0
20,0.90,Hydrophobic coat,100,0.14,205,0.584325,0.236331,1
20,0.90,Hydrophobic coat,100,0.14,210,0.651037,0.194569,1
20,0.90,Hydrophobic coat,100,0.14,215,0.706142,0.160187,1
20,0.90,Hydrophobic coat,100,0.14,220,0.749500,0.131881,1
20,0.90,Hydrophobic coat,100,0.14,225,0.788324,0.108576,1
20,0.90,Hydrophobic coat,100,0.14,230,0.825261,0.089390,1
20,0.90,Hydrophobic coat,100,0.14,235,0.857164,0.073594,1
20,0.90,Hydrophobic coat,100,0.14,240,0.881802,0.060589,1
20,0.90,Hydrophobic coat,100,0.14,245,0.900977,0.049883,1
20,0.90,Hydrophobic coat,100,0.14,250,0.917630,0.041068,1
20,0.90,Hydrophobic coat,100,0.14,255,0.932730,0.033811,1
20,0.90,Hydrophobic coat,100,0.14,260,0.945523,0.027836,1
20,0.90,Hydrophobic coat,100,0.14,265,0.955451,0.022917,1
20,0.90,Hydrophobic coat,100,0.14,270,0.963048,0.018868,1
20,0.90,Hydrophobic coat,100,0.14,275,0.969313,0.015534,1
20,0.90,Hydrophobic coat,100,0.14,280,0.974837,0.012789,1
20,0.90,Hydrophobic coat,100,0.14,285,0.979625,0.010529,1
20,0.90,Hydrophobic coat,100,0.14,290,0.983501,0.008668,1
20,0.90,Hydrophobic coat,100,0.14,295,0.986481,0.007137,1
20,0.90,Hydrophobic coat,100,0.14,300,0.988804,0.005875,1
20,0.90,Hydrophobic coat,100,0.14,305,0.990735,0.004837,1
20,0.90,Hydrophobic coat,100,0.14,310,0.992416,0.003982,1
20,0.90,Hydrophobic coat,100,0.14,315,0.993855,0.003279,1
20,0.90,Hydrophobic coat,100,0.14,320,0.995024,0.002699,1
20,0.90,Hydrophobic coat,100,0.14,325,0.995935,0.002222,1
20,0.90,Hydrophobic coat,100,0.14,330,0.996644,0.001830,1
20,0.90,Hydrophobic coat,100,0.14,335,0.997221,0.001506,1
20,0.90,Hydrophobic coat,100,0.14,340,0.997715,0.001240,1
20,0.90,Hydrophobic coat,100,0.14,345,0.998139,0.001021,1
20,0.90,Hydrophobic coat,100,0.14,350,0.998492,0.000841,1
20,0.90,Hydrophobic coat,100,0.14,355,0.998775,0.000692,1
20,0.90,Hydrophobic coat,100,0.14,360,0.998996,0.000570,1
20,0.90,Hydrophobic coat,100,0.14,365,0.999170,0.000469,1
20,0.90,Hydrophobic coat,100,0.14,370,0.999314,0.000386,1
20,0.90,Hydrophobic coat,100,0.14,375,0.999436,0.000318,1
20,0.90,Hydrophobic coat,100,0.14,380,0.999540,0.000262,1
20,0.90,Hydrophobic coat,100,0.14,385,0.999627,0.000216,1
20,0.90,Hydrophobic coat,100,0.14,390,0.999697,0.000177,1
20,0.90,Hydrophobic coat,100,0.14,395,0.999752,0.000146,1
20,0.90,Hydrophobic coat,100,0.14,400,0.999795,0.000120,1
20,0.90,Hydrophobic coat,100,0.14,405,0.999831,0.000099,1
20,0.90,Hydrophobic coat,100,0.14,410,0.999860,0.000082,1
20,0.90,Hydrophobic coat,100,0.14,415,0.999886,0.000067,1
20,0.90,Hydrophobic coat,100,0.14,420,0.999907,0.000055,1
20,0.90,Hydrophobic coat,100,0.14,425,0.999924,0.000045,1
20,0.90,Hydrophobic coat,100,0.14,430,0.999938,0.000037,1
20,0.90,Hydrophobic coat,100,0.14,435,0.999949,0.000031,1
20,0.90,Hydrophobic coat,100,0.14,440,0.999958,0.000025,1
20,0.90,Hydrophobic coat,100,0.14,445,0.999966,0.000021,1
20,0.90,Hydrophobic coat,100,0.14,450,0.999972,0.000017,1
20,0.90,Hydrophobic coat,100,0.14,455,0.999977,0.000014,1
20,0.90,Hydrophobic coat,100,0.14,460,0.999981,0.000012,1
20,0.90,Hydrophobic coat,100,0.14,465,0.999985,0.000010,1
20,0.90,Hydrophobic coat,100,0.14,470,0.999987,0.000008,1
20,0.90,Hydrophobic coat,100,0.14,475,0.999990,0.000007,1
20,0.90,Hydrophobic coat,100,0.14,480,0.999992,0.000005,1
20,0.90,Hydrophobic coat,100,0.14,485,0.999993,0.000004,1
20,0.90,Hydrophobic coat,100,0.14,490,0.999994,0.000004,1
20,0.90,Hydrophobic coat,100,0.14,495,0.999995,0.000003,1
20,0.90,Hydrophobic coat,100,0.14,500,0.999996,0.000002,1
20,0.90,Hydrophobic coat,100,0.14,505,0.999997,0.000002,1
20,0.90,Hydrophobic coat,100,0.14,510,0.999997,0.000002,1
20,0.90,Hydrophobic coat,100,0.14,515,0.999998,0.000001,1
20,0.90,Hydrophobic coat,100,0.14,520,0.999998,0.000001,1
20,0.90,Hydrophobic coat,100,0.14,525,0.999999,0.000001,1
20,0.90,Hydrophobic coat,100,0.14,530,0.999999,0.000001,1
20,0.90,Hydrophobic coat,100,0.14,535,0.999999,0.000001,1
20,0.90,Hydrophobic coat,100,0.14,540,0.999999,0.000001,1
20,0.90,Hydrophobic coat,100,0.14,545,0.999999,0.000000,1
20,0.90,Hydrophobic coat,100,0.14,550,0.999999,0.000000,1
20,0.90,Hydrophobic coat,100,0.14,555,1.000000,0.000000,1
20,0.90,Hydrophobic coat,100,0.14,560,1.000000,0.000000,1
20,0.90,Hydrophobic coat,100,0.14,565,1.000000,0.000000,1
20,0.90,Hydrophobic coat,100,0.14,570,1.000000,0.000000,1
20,0.90,Hydrophobic coat,100,0.14,575,1.000000,0.000000,1
20,0.90,Hydrophobic coat,100,0.14,580,1.000000,0.000000,1
20,0.90,Hydrophobic coat,100,0.14,585,1.000000,0.000000,1
20,0.90,Hydrophobic coat,100,0.14,590,1.000000,0.000000,1
20,0.90,Hydrophobic coat,100,0.14,595,1.000000,0.000000,1
20,0.90,Hydrophobic coat,100,0.14,600,1.000000,0.000000,1
20,0.90,Superhydrophobic,150,0.28,0,1.000000,0.000000,1
20,0.90,Superhydrophobic,150,0.28,5,1.000000,0.000000,1
20,0.90,Superhydrophobic,150,0.28,10,1.000000,0.000000,1
20,0.90,Superhydrophobic,150,0.28,15,1.000000,0.000000,1
20,0.90,Superhydrophobic,150,0.28,20,1.000000,0.000000,1
20,0.90,Superhydrophobic,150,0.28,25,1.000000,0.000000,1
20,0.90,Superhydrophobic,150,0.28,30,1.000000,0.000000,1
20,0.90,Superhydrophobic,150,0.28,35,1.000000,0.000000,1
20,0.90,Superhydrophobic,150,0.28,40,1.000000,0.000000,1
20,0.90,Superhydrophobic,150,0.28,45,1.000000,0.000000,1
20,0.90,Superhydrophobic,150,0.28,50,1.000000,0.000000,1
20,0.90,Superhydrophobic,150,0.28,55,1.000000,0.000000,1
20,0.90,Superhydrophobic,150,0.28,60,1.000000,0.000000,1
20,0.90,Superhydrophobic,150,0.28,65,1.000000,0.000000,1
20,0.90,Superhydrophobic,150,0.28,70,1.000000,0.000000,1
20,0.90,Superhydrophobic,150,0.28,75,1.000000,0.000000,1
20,0.90,Superhydrophobic,150,0.28,80,1.000000,0.000000,1
20,0.90,Superhydrophobic,150,0.28,85,0.461837,0.181027,0
20,0.90,Superhydrophobic,150,0.28,90,0.394313,0.281591,0
20,0.90,Superhydrophobic,150,0.28,95,0.316251,0.389046,0
20,0.90,Superhydrophobic,150,0.28,100,0.276734,0.480144,0
20,0.90,Superhydrophobic,150,0.28,105,0.267325,0.543408,0
20,0.90,Superhydrophobic,150,0.28,110,0.257149,0.581503,0
20,0.90,Superhydrophobic,150,0.28,115,0.254176,0.602504,0
20,0.90,Superhydrophobic,150,0.28,120,0.279995,0.613520,0
20,0.90,Superhydrophobic,150,0.28,125,0.274521,0.619148,0
20,0.90,Superhydrophobic,150,0.28,130,0.301222,0.621986,0
20,0.90,Superhydrophobic,150,0.28,135,0.296555,0.623406,0
20,0.90,Superhydrophobic,150,0.28,140,0.321842,0.624114,0
20,0.90,Superhydrophobic,150,0.28,145,0.319115,0.624467,0
20,0.90,Superhydrophobic,150,0.28,150,0.333691,0.624643,0
20,0.90,Superhydrophobic,150,0.28,155,0.346217,0.624730,0
20,0.90,Superhydrophobic,150,0.28,160,0.342614,0.624774,0
20,0.90,Superhydrophobic,150,0.28,165,0.360774,0.624795,0
20,0.90,Superhydrophobic,150,0.28,170,0.367184,0.624806,0
20,0.90,Superhydrophobic,150,0.28,175,0.364203,0.624811,0
20,0.90,Superhydrophobic,150,0.28,180,0.379098,0.624814,0
20,0.90,Superhydrophobic,150,0.28,185,0.458971,0.514404,0
20,0.90,Superhydrophobic,150,0.28,190,0.522796,0.423504,1
20,0.90,Superhydrophobic,150,0.28,195,0.592320,0.348668,1
20,0.90,Superhydrophobic,150,0.28,200,0.660319,0.287055,1
20,0.90,Superhydrophobic,150,0.28,205,0.711298,0.236330,1
20,0.90,Superhydrophobic,150,0.28,210,0.753906,0.194568,1
20,0.90,Superhydrophobic,150,0.28,215,0.796926,0.160187,1
20,0.90,Superhydrophobic,150,0.28,220,0.834337,0.131880,1
20,0.90,Superhydrophobic,150,0.28,225,0.861713,0.108576,1
20,0.90,Superhydrophobic,150,0.28,230,0.883834,0.089390,1
20,0.90,Superhydrophobic,150,0.28,235,0.904812,0.073594,1
20,0.90,Superhydrophobic,150,0.28,240,0.923197,0.060589,1
20,0.90,Superhydrophobic,150,0.28,245,0.937037,0.049882,1
20,0.90,Superhydrophobic,150,0.28,250,0.947467,0.041068,1
20,0.90,Superhydrophobic,150,0.28,255,0.956584,0.033811,1
20,0.90,Superhydrophobic,150,0.28,260,0.964877,0.027836,1
20,0.90,Superhydrophobic,150,0.28,265,0.971677,0.022917,1
20,0.90,Superhydrophobic,150,0.28,270,0.976754,0.018868,1
20,0.90,Superhydrophobic,150,0.28,275,0.980679,0.015533,1
20,0.90,Superhydrophobic,150,0.28,280,0.984082,0.012789,1
20,0.90,Superhydrophobic,150,0.28,285,0.987112,0.010529,1
20,0.90,Superhydrophobic,150,0.28,290,0.989613,0.008668,1
20,0.90,Superhydrophobic,150,0.28,295,0.991521,0.007136,1
20,0.90,Superhydrophobic,150,0.28,300,0.992980,0.005875,1
20,0.90,Superhydrophobic,150,0.28,305,0.994192,0.004837,1
20,0.90,Superhydrophobic,150,0.28,310,0.995259,0.003982,1
20,0.90,Superhydrophobic,150,0.28,315,0.996172,0.003279,1
20,0.90,Superhydrophobic,150,0.28,320,0.996901,0.002699,1
20,0.90,Superhydrophobic,150,0.28,325,0.997459,0.002222,1
20,0.90,Superhydrophobic,150,0.28,330,0.997896,0.001830,1
20,0.90,Superhydrophobic,150,0.28,335,0.998262,0.001506,1
20,0.90,Superhydrophobic,150,0.28,340,0.998581,0.001240,1
20,0.90,Superhydrophobic,150,0.28,345,0.998852,0.001021,1
20,0.90,Superhydrophobic,150,0.28,350,0.999070,0.000841,1
20,0.90,Superhydrophobic,150,0.28,355,0.999239,0.000692,1
20,0.90,Superhydrophobic,150,0.28,360,0.999371,0.000570,1
20,0.90,Superhydrophobic,150,0.28,365,0.999480,0.000469,1
20,0.90,Superhydrophobic,150,0.28,370,0.999573,0.000386,1
20,0.90,Superhydrophobic,150,0.28,375,0.999653,0.000318,1
20,0.90,Superhydrophobic,150,0.28,380,0.999719,0.000262,1
20,0.90,Superhydrophobic,150,0.28,385,0.999771,0.000216,1
20,0.90,Superhydrophobic,150,0.28,390,0.999812,0.000177,1
20,0.90,Superhydrophobic,150,0.28,395,0.999845,0.000146,1
20,0.90,Superhydrophobic,150,0.28,400,0.999872,0.000120,1
20,0.90,Superhydrophobic,150,0.28,405,0.999895,0.000099,1
20,0.90,Superhydrophobic,150,0.28,410,0.999914,0.000082,1
